ID	composer	title	description
1001271	Michael Richardson	The Gravekeeper's Requiem	"There once was a little girl, who visited the local cemetery every single day. It was curious why she’d do so, as no one she knew was buried there.

But every single day, she’d give the gravekeeper—a derelict, disheveled but kindly mess of a man—one wool flower. She had to, because for some reason vandals continuously stole every flower she brought to him. 

He was neither perturbed by the vandals nor did he express any anger towards them, even when they knocked over graves. It was always the same raucous kids she went to school with, so she asked the gravekeeper why he did nothing to take back the now-hundreds of flowers that had been stolen from him.

“Old Tomb Keeper, why do you sit idle as your life’s work is vandalized?” she asked politely.

The old man had no answer.

When the old man finally died, there was no one to mourn and no one to care—save the girl. When she placed a wool flower upon his grave, as did one of the vandals.

“Why do you mourn him now?” she asked quietly.

“I am merely returning what my friends cannot.” He said, looking to their grave markers and walking away.
"
1024246	Odin Mcdermott	The Merry-go Round; The Merry Go Round	This is just a little round I made. I was first gonna make a piece that spelled out some words, but even though it was cool to look at, my ears exploded. So I made the next best thing:a round with a pun in the title. The round has nothing to do with carousels, I just liked the name :)
1013926		"Warmup Jazz
; Warmup Jazz"	
1026586	Will Fritz	Starships	
100750		Alleluia	Arranged for a Treble choir (SSAA). As usual, Started from A hundred times of trial and errors. But It's worth it! :)
1032341	Cecilia	Poppies	Original - three part harmony written for voice
102921		Quintet	
1026731	KARL JENKINS; Karl Jenkins	Palladio violin2; Palladio	
101486	arr. Ben Underwood	Gentlemen~Psy; Psy~Gentlemen	Haha you have no idea how long I tried for the rhythm. I hope you enjoy!!!!!!!
102366	U Þhrmapoljayn	People	"For the Theme/Challenge Group :D Challenge #6.
MVT 1 and 2 right now.
More to follow before the end of the challenge.
Likely four or six movements. Please enjoy.
I will add more to this score when available."
1026871	Julien D. Ward	DryIce Cream  ; DryIce Cream	Parts for pit
1020966		Ghostbusters	
102475		Orchestration la demeure d'un ciel 	
1024706	Armin Caduff	Volare verso il ciel Sound; Volare verso il ciel	Wiederholungen sind ausgeschrieben
1031326	Compositor: Aivi & Surasshu; Transcription: Samuel Dawant; Transcription: Samuel Dawant; Compositor: Aivi & Surasshu	The Hill	"From the Steven Universe Episode ""Rose's Fountain"""
100236	H. Joseph Mathusek	100236; I need a name!	The start of a new song I am writing.
1026966	"Plain White T's
Arr. Mark__; Plain White T's"	Hey There Delilah; Hey There Delilah - Plain White T's	
100131	Tobias Gad and Lindy Robbins	A Year Without Rain	Selena Gomez's Year Without Rain for the violin - transposed from the original key into a more violin friendly G major
101525	Jess, Gracie and Natasha	Rhythmical Rythm 2; Rhythmical Rythm	
1004	Modeste Moussorgsky	Bilder einer Ausstellung	
1014141	Traditional	Just a Closer Walk With Thee; Just A Closer Walk With Thee	Vocal, Piano
1014451		FINAL; 1014451	
1033481	Composed by Mercuziopianist; Oskaren	Don't Speak	So I decided to do the piano version of No Doubt's Don't Speak by Mercuziopianist. (https://www.youtube.com/watch?v=JUGIp5jvWBE) The only thing changed in this arrangment the left hand in the verses, which makes it easier to play for people with smaller hands. Enjoy.
101456	Suman Sharma	Hindi Vowels; Know Hindi Vowels	
1015686	Melissa Morris	There's Another Me	
101187		III 17E	
101667	Hanna Kim	Song	
1020541	Kohn	Fort Vimeux; Fort Vimieux	The updated version of my trio for Piano, viola and cello. Hope you enjoy. Please let me know what you think. 
1033796	Robert Lebel	Dis-nous à quoi ressemble...	
1020401		Cool Stuff; 1020401	
1034706	ISIAKPONA CHIWENDU UCHECHUKWU	BIRTHDAY; BIRTHDAY PIECE	
101995		something cool; What Did She Say?	
1013911	úts. fyrir Brass Quintet Eir; úts. Carl-Bertil Agnestig; Carl-Bertil Agnestig; úts. fyrir Brass Quintet Eir; úts. Carl-Bertil Agnestig	Vem kan segla förutan vind	"Úts. Carl-Bertil Agnestig
Úts. fyrir Brass kvintet Eir"
1015971		Por una cabeza; Por una cabeza 20	Adaptacion Raquel Harus
1016811	mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm	mmmmmmmmmmmmmmmmmmmmmmmmmmmm	
1026		Ciao	
100052		B flat scale tuba	
10311	E.Elger	愛の挨拶; Salut 1,4part	
1030441	ZUN (Arr by. Williatico & Hartmann)	The Lake Reflects the Pure Moonlight; Touhou 15 The Lake Reflects the Pure Moonlight [Violin Duet]	
102201	Arr. Melissa Tracey	Don't Stop Believin'	"I arranged this by ear for a quartet for two trumpets, a tenor saxophone and a string bass! This was my music project in my grade 11 instrumental class! 

Enjoy!"
1033381	"Mike Morasky; Music by Mike Morasky
Transposed by James Hyun"	Team Fortress 2 - Soldier of Dance; Soldier of Dance	"Transcription of the Soldier of Dance song from Team Fortress 2.

Video of the original recording: https://www.youtube.com/watch?v=7Us4WHDmfeA

Video of sheet music playback in Synthesia: https://www.youtube.com/watch?v=bPF_hMIcQqE

Piano sheet music: https://musescore.com/user/2762236/scores/1075886
(If you can't access it, feel free to contact me or visit my Weebly site on my profile for a copy)

For those of you who are wondering, this song is played when players use the Kazotsky Kick taunt.

This song was previously known as ""Cossack Sandvich.""

Original Music by Mike Morasky
Transposed by James Hyun/1230james"
1024126	Armin Caduff	Volare verso il ciel	
100426	J.A.D.M.M.M.	100426; omega	
1018476		Fly Me To The Moon; Fly me to the moon 	
101730	Matthew Maxam	Farthest Flight	This is part of a larger work of mine... the full thing can be seen here: http://musescore.com/user/85940
1019161	por: McM	Supercalifragilisticoespialidoso	
1014696		"Тема из сериала ""Игры престолов""; Тема из фильма ""Game of Thrones"""	
1027346		Its Going Down For Real; Its going down for real	Just a little transcription I made in an hour. It's far from perfect, so I'm open to any suggestions.
100715	Lauren Daly	Lauren's Waltz	
10296	E.Elger	Salut D_amore For 4cellos.mscz; 愛の挨拶	
1026076	Guillermo Paredes Cruz	Accion en G menor; Acción en G menor	Cancion Memo en G menor
101040	Bethofen	Freude schöner Götterfunken	
102293	Julian Maraboto	Esa Mujer	
101466		101466; Barf	Poop
100256	Chrif Rice-Rake	The Song of Epic; The Song Of Epic	"A short rock tune featuring a solo in the Tenor Sax and the Euphonium
Enjoy, and comment on how I'm doing"
1028666		Untitled; 1028666	
103013	Daniele Pasini	Gioia - Ninna Nanna	
102243		Disney Timeline; Flute 3	
103239	Mogens J.Nissen	Elefantens vuggevise	Piano & alto sax
102087		15 miljoen mensen	15 miljoen mensen (nu onderhand al 16)
102606	John Phillip SOUSA	The Liberty Bell	"The Liberty Bell by J.P. SOUSA (fallen in Public Domain)
Transcription for Flute, Bb Trumpet and Trombone
Mainly known as Monty Python's Flying Circus' theme."
102746		Country Roads	
100032		Metronome in 3/4 time; Metronome	Uses wood blocks in two staffs.  One staff has downbeat and the other has remaining beats.  Copy this into an existing score by creating a wood block instrument twice.  Copy this score into your score.  For emphasis, you should set the downbeat staff to a loud dynamic and the other staff to a quieter dynamic.
1026761	Transcripción: Omar Carrillo	Candombe Uruguayo	
10216	Mozart/Sussmayer  arr. Dempsey	Mozart's Lacrymosa (in Em); Lacrymosa Em	The Lacrymosa raised a tone. The original key Dm sounds a bit low on guitar, but I prefer the resonance in that key.
1924576	MARK D. SANDERS	For SATB* and Piano; I Hope You Dance 1	
1026286		Flute：Trio - Happy Synthesizer (ハッピーシンセサイザ) by 巡音ルカ、GUMI; Happy Synthesizer (ハッピーシンセサイザ)	"MEGURINE LUKA(巡音ルカ)、GUMI - ハッピーシンセサイザ (Happy Synthesizer)
Original by EasyPop

Note. This score should dance with the original dance routine by【めろちん】, and the instrument part can choose by yourself so it's not should be a trio.

p.s. Play this song happily. :)"
1031061		1031061; I. Paradise 	This is also something I had before I was a pro, but now I am.
1028286		Chuck-E bass line	
102798	John Loeffler; John Loeffler; Arr. Rob Howe; Arr. Rob Howe	Pokémon Theme Song	"*not finished
A percussion arrangement from the original Pokémon TV series. Arranged by Rob Howe."
1021286	Arranged : Eggi Ajisukma	"The Hanging Tree - The Hunger Games ""Mocking Jay"""	my second brass arrangement
1029746		Suger	
1031261	Transcription: Samuel D.; By Aivi & Surasshu; Transcription: Samuel D.; By Aivi & Surasshu	Water Damage; Steven Universe	I don't own the song, I've just converted the sheet music!
1025796	S M. Kudlo	Sinfonia #4; first movement; Sinfonia #4	
1025746	"Original arrangement by Nicholas Smith                                   Edited for Trumpet and Horn by someone else
"	Rocky Theme; Rocky Theme for Trumpet and Horn	
1016816	mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm	Butterfly Vocal Song for boys	
1032606	Snow Patrol	Chasing Cars	
100468	Arranged by Alexa Letourneau	Doctor Who Theme	I am a Whovian. I have two friends, a french horn and a euphonium. They too are Whovians. Need I say more?
1020886		We Don't Believe What's On TV	I'm in a trio and we want to do this song so this is my first attempt at creating a semi-decent arrangement with instruments and percussion that can be played by three people. The grouping is as follows. Person One: Ukulele and Vocals (She'll have an egg shaker on her strumming wrist too), Person Two: Trumpet, Bass, Bass Drum, Vocals, and Hand Claps at the beginning. Person Three: Piano and Tambourine.
1017961		Holocene	SSAA choir and piano
1030216	Daft Punk	Get Lucky	
100864	Uda Goode	Exmoor Spirit in my heart; Lord who gives the Exmoor spirit	
100254	Dimrain47	Twilight Techno 1.2; Twilight Techno	"Made a few corrections.

Song by Dimrain47. Arrangement based off Leonard Lim's with permission. See his version here:
http://www.youtube.com/watch?v=AxlwmFozkUE

Updated July 3, 2019"
1031226	Jaime Martinez 	A Beautiful Mystery	"Incomplete song, 
I am still working the C and B sections. "
100059		Sonora in Name	
101600	George & Ira Gershwin	"; THEY CAN'T TAKE THAT AWAY FROM ME	p.2; THEY CAN'T TAKE THAT AWAY FROM ME"	CMajor
1019091	Andrea Falconieri (1585/86 - 1656)	Segui, segui dolente core; Falconieri - Segui, segui dolente core - D Major	"Arietta  by Andrea Falconieri (1585/86 - 1656).

This ancient italian arietta has been transposed in severeal tonalities in order to present a choice for any voice and to allow interesting technical studies with a pianist or harpsichord player who are given here a maximum of comfort because they do not have to transpose by sight. It's surely possible to find these ariettas in several tonalities, but they haven't been edited in so many moods as in this collection, going from very high to very deep voices. Besides the fact, that it may be possible, by this way, to discover the best tune for any type of voice, this collection also allows technical trips towards the boundaries of any singer's high and/or low limits.

Here are the chosen tonalities for this arietta (from high to low voice):

F Major: https://musescore.com/user/162478/scores/1019101
Eb Major: https://musescore.com/user/162478/scores/1019096
D Major: https://musescore.com/user/162478/scores/1019091
C Major: https://musescore.com/user/162478/scores/1019081
Bb Major: https://musescore.com/user/162478/scores/1019076
A Major: https://musescore.com/user/162478/scores/1019071"
5706535	Uli Hartmann; Uli Hartmann (C)	Seven	
1035041	YOKOYAMA Shin-Itchiro	DIVERTISSEMENT; Divertimento for bassoon	
102209	"Claude-Michel Schönberg
Yuki Kuwayama    "	I dreamed a dream	
1032376	"
Twisted Measure
Arr. Kyler McGehee"	Chandelier (Twisted Measure); Chandelier	"An arrangement/transcription of Twisted Measure's a cappella version of Chandelier, originally performed by Sia.

Original song here: https://www.youtube.com/watch?v=pSjr6ixi4ik"
1034186		ความคิดถึงกำลังเดินทาง; 1034186	
100720		III 16E	
1024801	Al Rinker; Al Rinker; Arr. Victoria Donaldson; Arr. Victoria Donaldson	Everybody Wants to Be a Cat	Work in progress so I'd love some feedback to see what can be improved upon!
1018		It Came Upon a Midnight Clear (Trumpet 3-Bartone TC); It Came Upon a Midnight Clear	
1014876		FIELDS OF GOLD	
102962	Kings of Leon 	Use Somebody	Kings of Leon
1026236	Composer	Bruh; song	"decent rap song beat
variations of 4 chords"
103240	Nintendo	My Nintendo Medley; Nintendo Medley	A medley of some of my favorite nintendo songs from when I was growing up.  I included a mixture of paper mario, zelda, super mario, mario kart, etc.
1023291		Hymm of Axcion; 1023291	"My arrangement of Hymm of Axcion for concert band, based off of the Canton Bluecoats rendition. It's just about done, minus a few things here and there. I hope you enjoy either way :D


I also am stupid and don't actually know if I spelt the name right, and am too lazy to Google things ;-;"
1023721	Arranged by Erolon	Dota 2; Dota 2 Piano	
1017166	ZUN 	ネクロファンタジア	
102263	Bastoners de Caldes de Montbui	Matalasser	
1013141		On Green Dolphin Street	Solo Transcription in Progress
103221		Ultimate Video Game Medley Tenor Sax Trio	I decided to make a video game medley for three tenor saxophones (mainly because I play in a high school band and have a tenor saxophone section of three). I took ideas they all gave me and put it all in to one medley. Please comment and tell me what you think because this peice alone took me a long time and hours of creating. I really hope you enjoy and tell your friends!!! I will also be taking suggestions of what I can add to make this even better if you would like to tell me what you think and would like to see! Dynamics have now been added for you guys!
102646	Arr. J.H. Arnold	Jesu! the very thought is sweet!; Jesu! The very thought is sweet!	
1022606	Crosby Linn LaGrone	Jonny, I Hardly Knew Ye; Johnny, I Hardly Knew Ye	
1023531	Барков А.А.	Анна; Ann	
1024341		Die Schöne und das Biest; 1024341	
103079		Happy Day (Brass Trio); Happy Day	This is a song I made.
1019351	"CARL ORFF
arr. Jack Yagerline; CARL ORFF
"	Carmina Burana - O Fortuna; O FORTUNA	
1031776	Miguel Rattana	The Owl	I wanted to put music to an art piece created by my friend, Kelly Hood.
1020406	JCS/TAB	Sonata for Harpsichord no 1 'Rocking minds' - 1. mov; discoherent; Sonata for Harpsichord no 1	
103538		Powerhouse	
1023501	Meghan Trainor	All About That Bass	
102881	abargstadt	ab assignment 5; rw ab assignment 5	
102074	Chris Ryan	The Lincoln Experiment	
5319830		女の子は誰でも	
102315	David Martynuik	Autumn Tenor 1 	
103349	David A. DeBroux	A Trio in Bb; A Trio in B flat	"Composed of: Tenor Sax, C Melody, and Trombone.

Key Signature: Bl Major"
101133	Seal	Kiss From A Rose	
102350	Kawaitachi-chan	Murray Gold - I am the Doctor; I am the Doctor - Murray Gold - Season 6 - Piano	What a serie !!!! <3 Hope you enjoy it !!!!! 
100087		THE VAST SEAS; The Vast Seas	All feedback is appreciated! :)
1035		Oh Come, Little Children (Trombone); 1035	
1022806		コイスルオトメ	
100423		Jaś i Małgosia	
100338	Taylor Swift	I knew you were trouble; I knew you were trouble, taylor swift	
1018886	Mikado	Chorus of Men  ; Mikado Act 1 part one  Tennor	
1035566	Jun Maeda	Brave Song (Angel Beats); Brave Song	
1035561	"Kiko Ruiz
2015"	Missa Puer natus est nobis; Puer natus est nobis - Kyrie	"Mass ""Puer natus est nobis""
A capella choir
4 parts: Soprano, Alt, Tenor, Bass

Kyrie eleison
Christe eleison
Kyrie eleison

"
1027506	Jean-Michel Corgeron	Le Colporteur	Valse à 8 temps
102478	Pachelbel	CANON 	
10021	"Johann Pachelbel
arr. Christian Sutton"	Canon; Canon part 4	
10156	Nikolai Kedrov 	Vår Far i himmelen LMK - overføres; Vår Far i himmelen	
1031141		V462 Alkusoitto; V462_alkusoitto	
1013556	"Music by BEN E. KING
SEAN KINGSTON
Arranged by ANDRE PITTELLA; BEN E. KING
SEAN KINGSTON
ANDRE PITTELLA"	Stand By Me Vs. Beautiful Girls (for Pep Band); STAND BY ME VS. BEAUTIFUL GIRLS	My school's sax section loves playing Beautiful Girls, and I have a strong love for Ben E. King's classic Stand By Me. As a gift to my marching band as a whole, I present this mash-up for pep band!
101312		101312; Hall of Fame	Instrumental
1012		1012; Hark! (Piano)	
1021936	Composer; Aus: Tanzsammlung Dahlhoff	Polonaise von Blitz 2. Stimme für Sopranflöte	
1015516		Raise You Up - Vocals	
100467		Natalie Nat Zarasian	
101296	Suman Sharma	Hindi Vowels; Hindi Vowels-4	
1026046	CHARLES GOUNOD	Inno Pontificio. Banda marcial; Inno Pontificio	"Lo Stato della Città del Vaticano, quale Ente sovrano di diritto pubblico, universalmente riconosciuto, come ha la propria bandiera così ha anche un suo inno ufficiale, che dal 16 ottobre 1949, per disposizione di Pio XII, è la Marcia Pontificia composta dal celebre musicista francese e fervente cattolico Charles Gounod (1818-1893), famoso da tempo per le sue composizioni musicali e, in modo particolare, per l'opera lirica Faust e la stupenda quanto soavissima Ave Maria.

Vatican City State has its own flag and anthem like any other universally recognized, sovereign nation. On 16 October 1949 Pope Pius XII decided that Charles Gounod’s (1818-1893) Pontifical March should become the official hymn. At the time, the French musician and devout Catholic was already a famous composer, especially well known for his lyrical work Faust and his composition of Ave Maria.

El Estado de la Ciudad del Vaticano es un ente soberano de derecho público reconocido universalmente, con bandera propia e himno oficial. Por disposición del Papa Pio XII, del 16 de octubre de 1949, el himno es la Marcha Pontificia compuesta por el músico católico francés Charles Gounod (1818-1893), célebre por otras obras musicales, como la ópera lírica “Fausto” y el “Ave María”."
1025151		3 Sinfonietta no 1; 1025151	
102119		To Love You More	
1020831		Home	
1031841		One Baltimore	
1013896	Joaquim Manuel da Silva	Hino Nacional Brasileiro	
101160		Over The Misty Mountains Cold	
100271	Sara Jean Lane	The Corsair	If you have an idea for a name for this, I'd love to hear it. Please leave feedback of some sort!
1021921		See You Again	
101289		Cannon in D (For Cello); Cannon in D	I took upon myself a challenge to recreate Pachelbel's Cannon in D. I have been learning to play the cello over the past few months, and I believe this will be a good challenge for me to learn. I do not own any rights to the work, and ecourage free public performance so long as arrangement credit is given.
101708	Bendik Goldstein	Brunlanes Breakdown	Fiddle part
1022066		One more day	
102658		102658; Laatste pagina Adele	
1034456		Freddy Fazbear's Theme	FNAF!
102638		Przyjaciela mam	
101494	Arranged by: Rochelle Sloan	Brooklyn	
1030211	 Choral Arrangement by Donald A. Mills                        Words Unknown	"Greensleeves 
Work In Progress    
7.6.15    
11:05am     ; Greensleeves Work In Progress    7.6.15    11:05am     "	
1020316	Zech Lumpkin	Guitar Piece Quintet	Quintet for original guitar piece I wrote.
103042	Jacob Watts	Wrath of the Black Widow Mvt. I	This is the first movement of a five movement piece. This movement Introduces the Back Widow (aka: the Beast). 
100164	Arranged By Victor Godina	Sadness & Sorrow	
1019841	Ar. Grant L.	Eva's Polka; Ievan's Polkka (Eva's Polka)	"An arrangement of Eva's Polka (levan Polkka) for a 6 instrument Clarinet Choir.  The arrangement is based loosely on the 1996 performance of this song by Loituma, seen at this youtube link:

https://www.youtube.com/watch?v=4om1rQKPijI"
102981	"Composed by Jun Ichikawa
Retranscribed by Stalzak"	Title Screen / Kirby's Dream Land (Original); Title Screen	This game welcome us by a music full of good omens.
100978		Al llit; 100978	
1025	"Säv. Alberto Dominguez
Sov. Jari Komulainen; 
"	Perfidia	
1014061	Glimmer Phosphorescence	The Bleeding of Timpanis	Surrealism at its... somewhereness. This has been in the making for quite a while, and, once again, exists only with the previous efforts of Béla Bartók. It's dark and a little mesmerizing, but that's mostly just because the timpani is an amazing instrument, and I was able to replicate them with a very realistic SoundFont. Unfortunately, the video is fraught with some very annoying clicks, so that's just something I'll apologize for in advance. There was no getting rid of them. 
102135		celloøving; Cellotoner	nr 1
1021616		วาดฝัน; 1021616	
5912303	"Daniel Balavoine
Arr. choeur : Mariette Wilson; Daniel Balavoine"	Tous les cris, les SOS	Arrangement SATB pour le refrain
102759	Michelle Nguyen	Fragments of Perfection	"Michelle Nguyen's Composition Piece
For Mr. Uchida's Grade 10 Instrumental Class Period 3
Dedicated to her Boots"
103406	alessio garone 2001/10000	u supressato; allegretto	
100575		御手紙	
1033316		I've Seen It All by Björk ; I've Seen It All	
1014811	JAVIER BARANDIARAN URIARTE	TOQUE MILITAR	TOQUE MILITAR
1019381	Adriana	Piano Melody	A simple song for piano with a bit a somber tone.
103347		El Rey León  (wimoweh)	Partitura flauta dulce y acompañamiento instrumentos de placas
101700	Lykke Li 	I Follow Rivers; I FOLLOW RIVERS	
102643	"

Thani Abuhamad (1995-Present); ""Just the Way You Are"": Bruno Mars
""Just a Dream"": Nelly
Thani Abuhamad (1995-Present)"	"The Pool Mash-Up; ""Just the Way You Are/Just a Dream"""	"The Pool Mash-Up from the movie soundtrack of ""Pitch Perfect"". Originally performed and recorded by the Bellas.

I was commissioned to transcribe this piece for the All-Women's A Cappella group, PhenomeNonet in October of 2012. 

All copyright belongs to the original creators of this piece. Please do not steal."
1028171	Bettina	1. Rêve d'enfance; Suite enfantine	"Nice piece from my sister.
The title means ""Childhood dream"".
Suite enfantine #1"
1017326		Happy Birthday; Happy Birthday - Variationen	It's not mine.
1019646	Modus Vetus	Canto à vista; Canto à vista MVetus p40 L17	
103430		The Lamentations First Stasis vv.9-13 I Zoi En Tafo; The Lamentations 	
1019686	Franz Schubert	Der Lindenbaum	
1030661		Babylonian Rhapsody Part 1; Babylonian Rhapsody Part 1 - Baritone	
1021426	"Melodie: Carlos Rosas
Satz: Klaus Heinzmann; Carlos Rosas"	Der südamerikanische Psalm 19	
1016571	Francesc Bitlloch	Galop	Les cançons de Canigó
102939		Rhapsody in Blue	
102887	F.Couperin	Les tricoteuses	François Couperin (1668-1733) wordt gerekend tot de meest vooraanstaande barokcomponisten,met name van klavecimbelmuziek.Het tempo voor de fluit heb ik trager gehouden,kwestie van uw tong en uw vingers niet te verstuiken!
1014906		A chance is gonna come	
1032936	Krys Warfield; Kallie-Ann Warfield	Imagine Suite; Imagine Suite for Band	Modern minimal + DJ-Kicks = Imagination
1025621		"The World of Midnight
Hansel & Gretel; Black Lagoon
; The World of Midnight; Black Lagoon "	
1023		The First Noel (piano); The First Noel	
100758		Genesis - Firth of Fifth; 100758	Genesis
103410	Christopher Berry	Journey Second; Journey Out of Hades	
102184		My Heart Will Go On for Woodwinds; Grandin Choral 	this is a choral for the woodwinds of the BGMG Marching Band in Calgary. 
1016		First Incomplete Score; FirstShortWork	Just a short score I created, not exactly anything special.
1013316		Deszczyk podklad; Deszczyk akompaniament	
1032146	Keith Getty	Jesus, Draw Me Ever Nearer; Jesus draw me ever nearer	"For Brass Ensemble and Piano 
Arranged by Isa :) 
w/o horn"
102461		Lobe den Herren,den mächtigen König der Ehren; 102461	
102164	Hank Friedman	Jazzy Orange	Original Jazz Composition
1014711	Arr. Raven Simon	Malaguena-The Tail of the Lion; Malaguena Arrangement 	Not completed yet. I need to write around 1 more minute of wind work as well as put in battery and pit parts.
1031716	"Arranged by ArbitersMusic
transcription by Brianna Small"	"Opposing Bloodlines; Opposing Bloodlines
"	updated! castlevania 64 intro theme for string orchestra.
10066	David J. Godbold	In the Footsteps of Those Before You; In the Footsteps of Those Before You (Rest Forever Requiem) First Version	"This truly special piece of music means very much to me. I dedicated it to my band teacher, Mark Rymer after he passed away at a very young age of 34. The beginning of the piece, the first statement, was created one day before his death as I was inspired to write like Hans Zimmer, then suddenly, the unfortunate event happened. I worked day and night to create the piece for band. 

YouTube Link to this song - Original Version of this song played on a Yamaha 

http://www.youtube.com/watch?v=2C2PM0GCt5Q
"
1030431		"""Better Now""; 1030431"	This is a more upbeat song of mine.  It's about believing in oneself and maintaining faith in the world around you.
1014396		The Chain	
1016586	Mackenzie Maxwell	The Lizard Song	Here is a remake of a song I made for a fence lizard I accidentally squashed when I was 8, and also my first score (so it's kinda okayish). Whatever, enjoy :D
1028056		Wild Horses	
100527		III 11C	
101746	Bill Graham	"Ocean Music (Cloark Under); ""Ocean Music (Cloark Under)"" (Bill Graham) melody"	By Bill Graham.  Melody only.
1022846		"Schumann: Studien für den Pedalflügel, Sechs Stücke in kanonischer Form, Op. 56/5; Studien für den Pedalflügel
Sechs Stücke in kanonischer Form. Op. 56
No. 5
 
Robert Schumann; No. 5
 
Robert Schumann"	
1027671		Lucky Charms; Lucky Charms Warm Up	Front ensemble warm up.
1033996	Nazeeh Aluqdah	Pump It	"Working Out
World's Greatest SongWriter Ever
contact info werewolfofkc@gmail.com"
1025001		라구요	
1015651	Franz Schubert	Gute Nacht	"Gute Nacht, ""Good Night"", a lied in the song cycle, Winterreise, by Franz Schubert. Performing forces include a piano and a vocalist. 
Here is a good recording of it: https://www.youtube.com/watch?v=1aXXwNGmz9Q 
Original Score: http://imslp.nl/imglnks/usimg/8/8d/IMSLP60822-PMLP02203-Schubert_Werke_Breitkopf_Serie_XX_Band_9_F.S.878-904.pdf

Hope you enjoy :)"
1029476	"Arranged by Tehishter
Trans. by Bombitmanbomb"	Oracion - No Game No Life ED -Tehishter- {WIP} - Updated 2015-07-08/23:32; Oracion	"Ear Transcription of Tehishter's cover of Oracion
one of my favourite songs to do right now other than Flyers

Arranged by Tehishter



GIVE US A SEASON 2!!!!!!!!!!!!!!!!!!!!"
1019246		Moonlight; Moonlight Sonata	
1027216	Fernando Lopes Graça	Canção da Vindima; Canção da Vindima _Tenor_som do piano	
102706	Carly Neumann	What Makes You Beautiful	
102346	Miguelangel García Márquez	La ranossa	"Una obra para un ensamble de vientos, no muy completa pero creada por mi, creada para decir que no existe un final... es el segundo movimiento de mi obra llamada ""the think's suite"""
1023351	Mel. = Lob Gott getrost mit Singen, EG 243	Vertraut den neuen Wegen, EG 395 Klarinette	
100117	Cecilia and Olivia	Chorale Melody	
1023756	Arranged for Piano and Violin by Kilian Troidl; Joe Hisaishi	Joe Hisaishi - Summer; Summer	"Joe Hisaishi's Summer, arranged for Piano and Violin. Enjoy!
Inspired by: https://youtu.be/xU3rALYNLYs"
102065		Cantus Alphabeti; 102065	"The <i>Cantus alphabeti</i> is a list of ""vices"" and ""virtues"", sometimes transmitted together with the <i>Nota hanc imaginem</i> treatise. Their origins are clearly intertwined. ""Virtues"" and ""vices"" are connected to each of the 23 letters of the alphabet, which have to be sung to slightly differring melodies at the interval of a quart and an octave. (The ""virtues"" and ""vices"" in this context are nothing else than words with positive and negative connotations.) Words beginning with the letters ABCD and NOPQ have to be sung in the first tune, EFGH and RSTU to the second tune, IKLM and XYZ to the third tune. Our rendering is slightly modernized and polyphonic.  
 "
102778		"You are a girl 
(under the sea); You are a girl (under the sea)"	
1017051	Aus: Tanzsammlung Dahlhoff; Composer	Polonaise von Blitz 2. Stimme; Polonaise von Blitz 2 Stimme mit Akkorden	
1023196		String Quartet theme; 1023196	
103546	Arranged by Michael Latham	Call Me Maybe ; Call Me Maybe	
1015506	Composed By Roger Hoffman; Roger Hoffman; Composed By Roger Hoffman; Roger Hoffman	Consider The Lilies of the Field; MIRAD LOS LIRIOS DEL CAMPO	
1027996	Johann Sebastian BACH	6. Gigue; J. S. Bach - Cello Suite n° 3 BWV 1009 - 6. Gigue	
103217	Tristan Wilson	I Seem To Be Stuck With No Inspiration; I Seem To Be Struck With No Inspiration	"My first attempt at minimalism. The title says it all.

Note: I (Tristan Wilson) am not responsible for any personal harm that comes well listening to this composition.   "
102059	J.F.Burgmüller	La chevaleresque	Johan Friedrich Franz Burgmüller ( 1806-1874 ) was a German pianist and composer.He composed many piano études for children.
103551	John Williams	Jurassic Park	
1026946	Nazeeh Aluqdah	I'm digging on You	"Love every thing about you
World's Greatest SongWriter Ever 
contact info werewolfofkc@gmail.com"
101956	TAB/JCS	Solo flute sonata no 1 - 1 mov; dew on heather; Sonate for solofløjte nr 1	dedicated to Knud Steffen Nielsen
1032541	Koji Kondo	Kakariko Village	
101210	Gabriel Joseph Manning Welsh	101210; A new life.	Im not sure yet. this is for a play im writing. I swear this sounds AMAZING with REAL string instruments.
1033011	Davan	Lonliness; Song 5	
101263		todo ready; 101263	
5014613		Assembly of Lovers	"Key C
Origin 1780
"
1025286		Sudden Samba_CP; Sudden Samba	
102851		Molinos de Viento	
103102		A Colombina	
4915264		Trouver dans ma vie ta présence; Arrangement - Trouver dans ma vie ta présence	
10026	Johann Pachelbel	Canon Part 5; Canon	
101912		"Schrödinger's Cat - Piano Rag; Pribelszky Máté
SCHRÖDINGER'S CAT
Piano Rag; 
SCHRÖDINGER'S CAT
Piano Rag"	
